figure_id,Gene,Collection,Compartment,Probe
2113733,arm,CPTI001198,VNC,venusYFP
2113731,arm,CPTI001198,Overview,venusYFP
2105892,ps,CPTI001216,MB,venusYFP
2105893,14-3-epsilon,CPTI001216,MB,venusYFP
2112534,Stai,CPTI001234,VNC,venusYFP
2112483,stai,CPTI001234,MB,venusYFP
2112482,stai,CPTI001234,OL,venusYFP
2112481,stai,CPTI001234,CB,venusYFP
2112480,stai,CPTI001234,Overview,venusYFP
2111860,stai,CPTI001234,NMJ,venusYFP
2111861,Neu3,CPTI001259,NMJ,venusYFP
2106075,neu3,CPTI001259,CB,venusYFP
2106077,neu3,CPTI001259,OL,venusYFP
2106078,neu3,CPTI001259,MB,venusYFP
2106079,neu3,CPTI001259,VNC,venusYFP
2106080,neu3,CPTI001259,Overview,venusYFP
2113604,ps,CPTI001261,MB,venusYFP
2113603,ps,CPTI001261,VNC,venusYFP
2113602,ps,CPTI001261,OL,venusYFP
2113601,ps,CPTI001261,overview,venusYFP
2113600,ps,CPTI001261,CB,venusYFP
2111862,ps,CPTI001261,NMJ,venusYFP
2111863,Ten-m,CPTI001273,NMJ,venusYFP
2113938,cold,CPTI001277,NMJ,venusYFP
2107181,cold,CPTI001277,Overview,venusYFP
2107182,cold,CPTI001277,OL,venusYFP
2107201,cold,CPTI001277,CB,venusYFP
2107202,cold,CPTI001277,VNC,venusYFP
2107203,cold,CPTI001277,MB,venusYFP
2113730,Fas2,CPTI001279,OL,venusYFP
2113729,Fas2,CPTI001279,MB,venusYFP
2113728,Fas2,CPTI001279,VNC,venusYFP
2113727,Fas2,CPTI001279,CB,venusYFP
2113726,Fas2,CPTI001279,Overview,venusYFP
2113531,Cam,CPTI001284,OL,venusYFP
2113530,Cam,CPTI001284,CB,venusYFP
2113529,Cam,CPTI001284,MB,venusYFP
2113528,Cam,CPTI001284,VNC,venusYFP
2113526,Cam,CPTI001284,Overview,venusYFP
2111864,Rtln1,CPTI001291,NMJ,venusYFP
2105982,CG11486,CPTI001306,OL,venusYFP
2105983,CG11486,CPTI001306,CB,venusYFP
2105984,CG11486,CPTI001306,MB,venusYFP
2105985,CG11486,CPTI001306,VNC,venusYFP
2105986,CG11486,CPTI001306,Overview,venusYFP
2115482,CG32479,CPTI001308,VNC,venusYFP
2115481,CG32479,CPTI001308,OL,venusYFP
2115480,CG32479,CPTI001308,CB,venusYFP
2115479,CG32479,CPTI001308,Overview,venusYFP
2115478,CG32479,CPTI001308,MB,venusYFP
2115435,CG32479,CPTI001308,MB,venusYFP
2115434,CG32479,CPTI001308,MB,venusYFP
2115433,CG32479,CPTI001308,MB,venusYFP
2115432,CG32479,CPTI001308,MB,venusYFP
2115431,CG32479,CPTI001308,MB,venusYFP
2115430,CG32479,CPTI001308,MB,venusYFP
2111865,Usp10,CPTI001308,NMJ,venusYFP
2111866,Usp36,CPTI001323,NMJ,venusYFP
2115383,Smr,CPTI001328,Overview,venusYFP
2111867,Smr,CPTI001328,NMJ,venusYFP
2111868,sals,CPTI001332,NMJ,venusYFP
2111869,CG32560,CPTI001341,NMJ,venusYFP
2105987,Cher,CPTI001399,CB,venusYFP
2105988,Cher,CPTI001399,OL,venusYFP
2105989,Cher,CPTI001399,MB,venusYFP
2105990,Cher,CPTI001399,VNC,venusYFP
2105991,Cher,CPTI001399,Overview,venusYFP
2115424,cup,CPTI001409,Overview,venusYFP
2111870,cup,CPTI001409,NMJ,venusYFP
2111871,MCU,CPTI001412,NMJ,venusYFP
2107204,Qsm,CPTI001414,Overview,venusYFP
2107205,Qsm,CPTI001414,OL,venusYFP
2107206,Qsm,CPTI001414,CB,venusYFP
2107207,Qsm,CPTI001414,MB,venusYFP
2107208,Qsm,CPTI001414,VNC,venusYFP
2106165,Flo-2,CPTI001427,CB,venusYFP
2106166,Flo-2,CPTI001427,OL,venusYFP
2106167,Flo-2,CPTI001427,MB,venusYFP
2106168,Flo-2,CPTI001427,VNC,venusYFP
2106169,Flo-2,CPTI001427,Overview,venusYFP
2107239,kat80,CPTI001430,Overview,venusYFP
2107240,kat80,CPTI001430,OL,venusYFP
2107242,kat80,CPTI001430,CB,venusYFP
2107245,kat80,CPTI001430,MB,venusYFP
2107246,kat80,CPTI001430,VNC,venusYFP
2107268,nrv2,CPTI001455,Overview,venusYFP
2110232,nrv2,CPTI001455,OL,venusYFP
2110237,nrv2,CPTI001455,MB,venusYFP
2110238,nrv2,CPTI001455,VNC,venusYFP
2110234,nrv2,CPTI001455,CB,venusYFP
2110158,Spn,CPTI001457,Overview,venusYFP
2110159,Spn,CPTI001457,OL,venusYFP
2110160,Spn,CPTI001457,CB,venusYFP
2110161,Spn,CPTI001457,VNC,venusYFP
2110162,Spn,CPTI001457,MB,venusYFP
2110208,cpx,CPTI001473,Overview,venusYFP
2110213,cpx,CPTI001473,CB,venusYFP
2110217,cpx,CPTI001473,VNC,venusYFP
2110210,cpx,CPTI001473,OL,venusYFP
2110224,cpx,CPTI001473,MB,venusYFP
2111872,PIG-S,CPTI001488,venusYFP,venusYFP
2110169,CG43740/CG15307,CPTI001506,VNC,venusYFP
2107183,seq,CPTI001516,Overview,venusYFP
2107184,seq,CPTI001516,OL,venusYFP
2107185,seq,CPTI001516,CB,venusYFP
2107187,seq,CPTI001516,MB,venusYFP
2107175,Pka-R2,CPTI001580,MB,venusYFP
2107176,Pka-R2,CPTI001580,OL,venusYFP
2107177,Pka-R2,CPTI001580,VNC,venusYFP
2107178,Pka-R2,CPTI001580,CB,venusYFP
2107179,Pka-R2,CPTI001580,Overview,venusYFP
2115487,CG31738,CPTI001586,VNC,venusYFP
2115486,CG31738,CPTI001586,OL,venusYFP
2115485,CG31738,CPTI001586,CB,venusYFP
2115484,CG31738,CPTI001586,Overview,venusYFP
2115483,CG31738,CPTI001586,MB,venusYFP
2111873,CG31738,CPTI001586,NMJ,venusYFP
2105895,hts,CPTI001589,MB,venusYFP
2110689,hts,CPTI001589,NMJ,venusYFP
2107193,spen,CPTI001595,Overview,venusYFP
2107194,spen,CPTI001595,OL,venusYFP
2107195,spen,CPTI001595,CB,venusYFP
2107196,spen,CPTI001595,VNC,venusYFP
2107199,spen,CPTI001595,MB,venusYFP
2107186,seq,CPTI001616,VNC,venusYFP
2105997,CG11138,CPTI001659,OL,venusYFP
2105998,CG11138,CPTI001659,MB,venusYFP
2105999,CG11138,CPTI001659,VNC,venusYFP
2106000,CG11138,CPTI001659,Overview,venusYFP
2111874,fat-spondin,CPTI001685,NMJ,venusYFP
2111875,Gdh,CPTI001709,NMJ,venusYFP
2106065,Gdh,CPTI001709,CB,venusYFP
2106066,Gdh,CPTI001709,OL,venusYFP
2106067,Gdh,CPTI001709,MB,venusYFP
2106068,Gdh,CPTI001709,VNC,venusYFP
2106069,Gdh,CPTI001709,Overview,venusYFP
2112559,Nrg,CPTI001714,OL,venusYFP
2112558,Nrg,CPTI001714,MB,venusYFP
2112557,Nrg,CPTI001714,CB,venusYFP
2112555,Nrg,CPTI001714,VNC,venusYFP
2112554,Nrg,CPTI001714,Overview,venusYFP
2111876,Nrg,CPTI001714,NMJ,venusYFP
2105964,kst,CPTI001728,CB,venusYFP
2105965,kst,CPTI001728,OL,venusYFP
2105966,kst,CPTI001728,MB,venusYFP
2105967,kst,CPTI001728,VNC,venusYFP
2105968,kst,CPTI001728,Overview,venusYFP
2111877,Fs(2)Ket,CPTI001735,NMJ,venusYFP
2106001,CG9650,CPTI001740,CB,venusYFP
2106002,CG9650,CPTI001740,OL,venusYFP
2106003,CG9650,CPTI001740,MB,venusYFP
2106004,CG9650,CPTI001740,VNC,venusYFP
2106005,CG9650,CPTI001740,Overview,venusYFP
2111878,LRR,CPTI001765,NMJ,venusYFP
2115384,dp,CPTI001769,Overview,venusYFP
2111879,dp,CPTI001769,NMJ,venusYFP
2115492,CG31694,CPTI001771,VNC,venusYFP
2115491,CG31694,CPTI001771,OL,venusYFP
2115490,CG31694,CPTI001771,CB,venusYFP
2115489,CG31694,CPTI001771,Overview,venusYFP
2115488,CG31694,CPTI001771,MB,venusYFP
2115385,CG31694,CPTI001771,Overview,venusYFP
2111880,CG31694,CPTI001771,NMJ,venusYFP
2115369,CG3305,CPTI001775,Overview,venusYFP
2111881,Lamp,CPTI001775,NMJ,venusYFP
2113435,CG6983,CPTI001802,VNC,venusYFP
2113434,CG6983,CPTI001802,CB,venusYFP
2113433,CG6983,CPTI001802,Overview,venusYFP
2113489,CG6983,CPTI001802,OL,venusYFP
2113488,CG6983,CPTI001802,MB,venusYFP
2111882,Asph,CPTI001828,NMJ,venusYFP
2111883,Mnt,CPTI001879,NMJ,venusYFP
2106161,mnt,CPTI001879,OL,venusYFP
2106164,mnt,CPTI001879,Overview,venusYFP
2106160,mnt,CPTI001879,CB,venusYFP
2106162,mnt,CPTI001879,MB,venusYFP
2106163,mnt,CPTI001879,VNC,venusYFP
2114004,lint,CPTI001902,NMJ,venusYFP
2116076,Shot,CPTI001962,CB,venusYFP
2116075,Shot,CPTI001962,Overview,venusYFP
2112573,Nrx-IV,CPTI001977,OL,venusYFP
2112572,Nrx-IV,CPTI001977,MB,venusYFP
2112571,Nrx-IV,CPTI001977,CB,venusYFP
2115376,CG2165,CPTI001995,Overview,venusYFP
2115381,CG3777,CPTI001997,Overview,venusYFP
2111884,CG3777,CPTI001997,NMJ,venusYFP
2106170,Gish,CPTI002023,CB,venusYFP
2106171,Gish,CPTI002023,OL,venusYFP
2106172,Gish,CPTI002023,MB,venusYFP
2106174,Gish,CPTI002023,Overview,venusYFP
2114246,CG10984,CPTI002035,MB,venusYFP
2114245,CG10984,CPTI002035,CB,venusYFP
2114244,CG10984,CPTI002035,Overview,venusYFP
2105858,Trol,CPTI002049,CB,venusYFP
2105859,Trol,CPTI002049,OL,venusYFP
2105860,Trol,CPTI002049,MB,venusYFP
2105861,Trol,CPTI002049,VNC,venusYFP
2105862,Trol,CPTI002049,Overview,venusYFP
2112610,Gprk2,CPTI002085,OL,venusYFP
2112609,Gprk2,CPTI002085,MB,venusYFP
2112608,Gprk2,CPTI002085,VNC,venusYFP
2112607,Gprk2,CPTI002085,CB,venusYFP
2112606,Gprk2,CPTI002085,Overview,venusYFP
2115370,Mlc1,CPTI002102,Overview,venusYFP
2114012,Qkr58-1,CPTI002103,NMJ,venusYFP
2115966,NetA,CPTI002152,OL,venusYFP
2115964,NetA,CPTI002152,MB,venusYFP
2115963,NetA,CPTI002152,VNC,venusYFP
2115962,NetA,CPTI002152,CB,venusYFP
2115961,NetA,CPTI002152,Overview,venusYFP
2113787,Tm1,CPTI002243,CB,venusYFP
2105853,Tm1,CPTI002243,CB,venusYFP
2105854,Tm1,CPTI002243,OL,venusYFP
2105855,Tm1,CPTI002243,MB,venusYFP
2105856,Tm1,CPTI002243,VNC,venusYFP
2113857,CG6293,CPTI002251,Overview,venusYFP
2106125,Flw,CPTI002264,CB,venusYFP
2106129,Flw,CPTI002264,Overview,venusYFP
2106126,Flw,CPTI002264,OL,venusYFP
2106127,Flw,CPTI002264,MB,venusYFP
2106128,Flw,CPTI002264,VNC,venusYFP
2105934,Vap-33-1,CPTI002292,MB,venusYFP
2105935,Vap-33-1,CPTI002292,VNC,venusYFP
2105936,Vap-33-1,CPTI002292,Overview,venusYFP
2113574,cindr,CPTI002324,VNC,venusYFP
2113573,cindr,CPTI002324,CB,venusYFP
2113568,cindr,CPTI002324,MB,venusYFP
2113566,cindr,CPTI002324,OL,venusYFP
2113565,cindr,CPTI002324,Overview,venusYFP
2113924,AGO2,CPTI002343,NMJ,venusYFP
2106082,Heph,CPTI002406,OL,venusYFP
2106083,Heph,CPTI002406,MB,venusYFP
2106084,Heph,CPTI002406,VNC,venusYFP
2106085,Heph,CPTI002406,Overview,venusYFP
2106081,Heph,CPTI002409,CB,venusYFP
2114022,Lost,CPTI002437,NMJ,venusYFP
2106043,CG11920,CPTI002443,Overview,venusYFP
2106045,CG11920,CPTI002443,CB,venusYFP
2106046,CG11920,CPTI002443,OL,venusYFP
2106047,CG11920,CPTI002443,MB,venusYFP
2106048,CG11920,CPTI002443,VNC,venusYFP
2112569,tkv,CPTI002487,OL,venusYFP
2112568,tkv,CPTI002487,MB,venusYFP
2112565,tkv,CPTI002487,Overview,venusYFP
2113856,CG32499,CPTI002501,Overview,venusYFP
2115416,Eif4A,CPTI002562,VNC,venusYFP
2115415,Eif4A,CPTI002562,CB,venusYFP
2115413,Eif4A,CPTI002562,Overview,venusYFP
2113432,Pkn,CPTI002565,OL,venusYFP
2113431,Pkn,CPTI002565,CB,venusYFP
2113430,Pkn,CPTI002565,VNC,venusYFP
2113429,Pkn,CPTI002565,MB,venusYFP
2113159,Fs(2)Ket,CPTI002637,Overview,venusYFP
2113667,Vha55,CPTI002645,OL,venusYFP
2113666,Vha55,CPTI002645,MB,venusYFP
2113665,Vha55,CPTI002645,VNC,venusYFP
2113664,Vha55,CPTI002645,CB,venusYFP
2113663,Vha55,CPTI002645,Overview,venusYFP
2106006,CG11576,CPTI002646,CB,venusYFP
2106007,CG11576,CPTI002646,OL,venusYFP
2106008,CG11576,CPTI002646,MB,venusYFP
2106010,CG11576,CPTI002646,Overview,venusYFP
2114024,PABP,CPTI002652,NMJ,venusYFP
2114023,PABP,CPTI002652,NMJ,venusYFP
2113547,l(1)G0232,CPTI002750,OL,venusYFP
2113546,l(1)G0232,CPTI002750,VNC,venusYFP
2113544,l(1)G0232,CPTI002750,MB,venusYFP
2113542,l(1)G0232,CPTI002750,CB,venusYFP
2113541,l(1)G0232,CPTI002750,Overview,venusYFP
2111885,Atpalpha,CPTI002761,NMJ,venusYFP
2119176,cat,CPTI002786,OL,venusYFP
2119175,cat,CPTI002786,MB,venusYFP
2119174,cat,CPTI002786,CB,venusYFP
2119173,cat,CPTI002786,VNC,venusYFP
2119172,cat,CPTI002786,overview,venusYFP
2115375,CG1640,CPTI002793,Overview,venusYFP
2113934,CtsB1,CPTI002807,NMJ,venusYFP
2106022,CtsB1,CPTI002807,OL,venusYFP
2106023,CtsB1,CPTI002807,MB,venusYFP
2106024,CtsB1,CPTI002807,VNC,venusYFP
2106025,CtsB1,CPTI002807,Overview,venusYFP
2111101,pum,CPTI002853,OL,venusYFP
2110964,pum,CPTI002853,MB,venusYFP
2110963,pum,CPTI002853,VNC,venusYFP
2110961,pum,CPTI002853,CB,venusYFP
2110960,pum,CPTI002853,Overview,venusYFP
2111886,RpL41,CPTI002881,NMJ,venusYFP
2113855,orb2,CPTI002889,Overview,venusYFP
2113103,orb2,CPTI000289,OL,venusYFP
2113102,orb2,CPTI000289,Overview,venusYFP
2115425,Lasp,CPTI002905,Overview,venusYFP
2106091,Top1,CPTI002927,CB,venusYFP
2106093,Top1,CPTI002927,MB,venusYFP
2106092,Top1,CPTI002927,OL,venusYFP
2106094,Top1,CPTI002927,VNC,venusYFP
2106096,Top1,CPTI002927,Overview,venusYFP
2115373,Caper,CPTI002939,Overview,venusYFP
2114018,nonA,CPTI003091,NMJ,venusYFP
2105894,nonA,CPTI003091,MB,venusYFP
2115497,CG32062,CPTI003100,VNC,venusYFP
2115496,CG32062,CPTI003100,OL,venusYFP
2115495,CG32062,CPTI003100,CB,venusYFP
2115494,CG32062,CPTI003100,Overview,venusYFP
2115493,CG32062,CPTI003100,MB,venusYFP
2115374,CG12163,CPTI003173,Overview,venusYFP
2107226,Chrb,CPTI000318,MB,venusYFP
2113853,Clic,CPTI003213,Overview,venusYFP
2105942,Cip4,CPTI003231,CB,venusYFP
2105943,Cip4,CPTI003231,OL,venusYFP
2105944,Cip4,CPTI003231,MB,venusYFP
2105945,Cip4,CPTI003231,VNC,venusYFP
2105946,Cip4,CPTI003231,Overview,venusYFP
2106150,sytbeta,CPTI003250,CB,venusYFP
2106151,sytbeta,CPTI003250,OL,venusYFP
2106152,sytbeta,CPTI003250,MB,venusYFP
2106153,sytbeta,CPTI003250,VNC,venusYFP
2106154,sytbeta,CPTI003250,Overview,venusYFP
2115380,rg,CPTI003323,Overview,venusYFP
2112693,Fim,CPTI003394,MB,venusYFP
2112691,Fim,CPTI003394,CB,venusYFP
2112690,Fim,CPTI003394,OL,venusYFP
2112689,Fim,CPTI003394,Overview,venusYFP
2112964,Fim,CPTI003394,VNC,venusYFP
2113652,Aats-His,CPTI003426,OL,venusYFP
2113639,Aats-His,CPTI003426,MB,venusYFP
2113632,Aats-His,CPTI003426,VNC,venusYFP
2113631,Aats-His,CPTI003426,CB,venusYFP
2113630,Aats-His,CPTI003426,Overview,venusYFP
2113620,MSP300,CPTI003472,Overview,venusYFP
2113460,MSP300,CPTI003472,MB,venusYFP
2113456,MSP300,CPTI003472,CB,venusYFP
2113455,MSP300,CPTI003472,OL,venusYFP
2113567,MSP300,CPTI003472,VNC,venusYFP
2118089,fz2,CPTI003490,OL,venusYFP
2118088,fz2,CPTI003490,Overview,venusYFP
2116683,fz2,CPTI003490,OL,venusYFP
2116682,fz2,CPTI003490,MB,venusYFP
2114161,fz2,CPTI003490,VNC,venusYFP
2113701,fz2,CPTI003490,CB,venusYFP
2113700,fz2,CPTI003490,Overview,venusYFP
2110249,eIF5B,CPTI003501,Overview,venusYFP
2110250,eIF5B,CPTI003501,OL,venusYFP
2110252,eIF5B,CPTI003501,MB,venusYFP
2110253,eIF5B,CPTI003501,VNC,venusYFP
2110251,eIF5B,CPTI003501,CB,venusYFP
2119117,BicD,CPTI003522,VNC,venusYFP
2119116,BicD,CPTI003522,Overview,venusYFP
2117101,BicD,CPTI003522,nerve,venusYFP
2119120,BicD,CPTI003522,OL,venusYFP
2119119,BicD,CPTI003522,MB,venusYFP
2119118,BicD,CPTI003522,CB,venusYFP
2107192,Nlp,CPTI003522,MB,venusYFP
2117869,CG5642,CPTI003526,NMJ,venusYFP
2107188,Nlp,CPTI003532,Overview,venusYFP
2107189,Nlp,CPTI003532,OL,venusYFP
2107190,Nlp,CPTI003532,CB,venusYFP
2107191,Nlp,CPTI003532,VNC,venusYFP
2118098,piwi,CPTI003588,Overview,venusYFP
2118097,piwi,CPTI003588,CB,venusYFP
2118096,piwi,CPTI003588,MB,venusYFP
2118095,piwi,CPTI003588,OL,venusYFP
2118094,piwi,CPTI003588,VNC,venusYFP
2114063,piwi,CPTI003588,NMJ,venusYFP
2105896,piwi,CPTI003588,MB,venusYFP
2118101,ade3,CPTI003590,CB,venusYFP
2113929,Alh,CPTI003598,NMJ,venusYFP
2106055,Alh,CPTI003598,CB,venusYFP
2106056,Alh,CPTI003598,OL,venusYFP
2106057,Alh,CPTI003598,MB,venusYFP
2106058,Alh,CPTI003598,VNC,venusYFP
2106059,Alh,CPTI003598,Overview,venusYFP
2113077,Larp,CPTI003605,OL,venusYFP
2113076,larp,CPTI003605,Overview,venusYFP
2113337,larp,CPTI003605,VNC,venusYFP
2113336,larp,CPTI003605,CB,venusYFP
2113332,larp,CPTI003605,MB,venusYFP
2106086,Hrb98DE,CPTI003669,CB,venusYFP
2106088,Hrb98DE,CPTI003669,MB,venusYFP
2106090,HRB98DE,CPTI003669,Overview,venusYFP
2106087,Hrb98DE,CPTI000369,OL,venusYFP
2106070,hth,CPTI003745,CB,venusYFP
2106071,hth,CPTI003745,OL,venusYFP
2106072,hth,CPTI003745,MB,venusYFP
2106073,hth,CPTI003745,VNC,venusYFP
2106074,hth,CPTI003745,Overview,venusYFP
2118103,ade3,CPTI003790,VNC,venusYFP
2118102,ade3,CPTI003790,MB,venusYFP
2118100,ade3,CPTI003790,OL,venusYFP
2118099,ade3,CPTI003790,Overview,venusYFP
2113128,ade3,CPTI003790,Overview,venusYFP
2113123,CG6398,CPTI003806,MB,venusYFP
2113120,CG6398,CPTI003806,OL,venusYFP
2113119,CG6398,CPTI003806,Overview,venusYFP
2113127,CG6398,CPTI003806,VNC,venusYFP
2113122,CG6398,CPTI003806,CB,venusYFP
2112552,Dys,CPTI003818,OL,venusYFP
2112551,Dys,CPTI003818,MB,venusYFP
2112550,Dys,CPTI003818,VNC,venusYFP
2112548,Dys,CPTI003818,Overview,venusYFP
2112547,Pxn,CPTI003897,OL,venusYFP
2112544,Pxn,CPTI003897,CB,venusYFP
2112543,Pxn,CPTI003897,VNC,venusYFP
2112542,Pxn,CPTI003897,Overview,venusYFP
2113907,msn,CPTI003908,MB,venusYFP
2113905,msn,CPTI003908,CB,venusYFP
2113904,msn,CPTI003908,CB,venusYFP
2113903,msn,CPTI003908,OL,venusYFP
2113858,msn,CPTI003908,Overview,venusYFP
